,overview,title,vote_average,Crime,Comedy,Adventure,Action,Science Fiction,Animation,Family,Drama,Romance,Music,Fantasy,Thriller,War,Western,Mystery,History,Horror,Documentary,Foreign,TV Movie
1138,three petty thieves who the police believe to be major criminals are chased into a basement bar where they take five hostages including all the bar employees the rest of the movie deals with the cops lurking outside the bar while the trio try to get hold of the situation inside,albino alligator,5.6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1139,a successful single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate,baby mama,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,max rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic australian outback in an unending search for gasoline arrayed against him and the other scraggly defendants of a fueldepot encampment are the bizarre warriors commanded by the charismatic lord humungus a violent leader whose scruples are as barren as the surrounding landscape,mad max 2 the road warrior,7.3,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1141,a team of space marines known as the rapid response tactical squad led by sarge is sent to a science facility on mars after somebody reports a security breach there they learn that the alert came after a test subject a mass murderer purposefully injected with alien dna broke free and began killing people dr grimm who is related to team member reaper informs them all that the chromosome can mutate humans into monsters  and is highly infectious,doom,5.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1142,the hit musical based on the life of evita duarte a bmovie argentinian actress who eventually became the wife of argentinian president and dictator juan pern and the most beloved and hated woman in argentina,evita,5.9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1143,an officer for a security agency that regulates time travel must fend for his life against a shady politician who has a tie to his past,timecop,5.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1144,a man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true unfortunately in order to save himself he has to figure out which theory it is,conspiracy theory,6.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1145,elle woods has it all shes the president of her sorority a hawaiian tropic girl miss june in her campus calendar and above all a natural blonde she dates the cutest fraternity boy on campus and wants nothing more than to be mrs warner huntington iii but theres just one thing stopping warner from popping the question elle is too blonde,legally blonde,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,six years after the events of the xfiles series finale former fbi agent doctor dana scully is now a staff physician at our lady of sorrows a catholic hospital and treating a boy named christian who has sandhoff disease a terminal brain condition fbi agent drummy arrives to ask scullys help in locating fox mulder the fugitive former head of the xfiles division and says they will call off its manhunt for him if he will help investigate the disappearances of several women including young fbi agent monica banan mulder and scully are called back to duty by the fbi when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent,the x files i want to believe,5.5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1147,renegade fbi agent art jeffries protects a nineyearold autistic boy who has cracked the governments new unbreakable code,mercury rising,6.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1148,furious that her late father only willed her his gloomylooking mansion rather than his millions carrigan crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house but when she enters the rickety mansion to seek her claim she is frightened away by a wicked wave of ghosts determined to get her hands on this hidden fortune she hires afterlife therapist dr james harvey to exorcise the ghosts from the mansion harvey and his daughter kat move in and soon kat meets casper the ghost of a young boy whos the friendliest ghost you know but not so friendly are caspers unclesstretch fatso and stinkiewho are determined to drive all fleshies away,casper,6.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1149,in an ancient time when majestic firebreathers soared through the skies a knight named bowen comes face to face and heart to heart with the last dragon on earth draco taking up arms to suppress a tyrant king bowen soon realizes his task will be harder than hed imagined if he kills the king draco will die as well,dragonheart,6.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1150,teacher and novelist franois bgaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough parisian neighborhood,the class,6.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1151,a fictional story inspired by north americas most famous female boxing promoter jackie kallen her struggle to survive and succeed in a male dominated sport,against the ropes,4.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1152,a psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim,the cell,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1153,errol morris examines the incidents of abuse and torture of suspected terrorists at the hands of us forces at the abu ghraib prison,standard operating procedure,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1154,terry is a smalltime car dealer trying to leave his shady past behind and start a family martine is a beautiful model from terrys old neighbourhood who knows that terry is no angel when martine proposes a foolproof plan to rob a bank terry recognises the danger but realises this may be the opportunity of a lifetime as the resourceful band of thieves burrows its way into a safedeposit vault at a lloyds bank they quickly realise that besides millions in riches the boxes also contain secrets that implicate everyone from londons most notorious underworld gangsters to powerful government figures and even the royal family although the heist makes headlines throughout britain for several days a government gag order eventually brings all reporting of the case to an immediate halt,the bank job,6.6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1155,in manhattan the british limousine driver alfie is surrounded by beautiful women having one night stands with all of them and without any sort of commitment his best friends are his colleague marlon and his girlfriend lonette alfie has a brief affair with lonette and the consequences of his act forces alfie to reflect over his lifestyle,alfie,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,based on the 1930s comic strip puts the hero up against his arch enemy shiwan khan who plans to take over the world by holding a city to ransom using an atom bomb using his powers of invisibility and the power to cloud mens minds the shadow comes blazing to the citys rescue with explosive results,the shadow,5.4,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1157,justice safe streets payback metallurgist john henry irons oneal vows to claim them all when a renegade military reject judd nelson puts new superweapons in dangerous hands helped by an electronics wiz annabeth gish and an imaginative scrap metal worker richard roundtree irons becomes steel wearing body armor wielding a fearsome electrohammer and riding a gadgetpacked motorcycle hes ready to wage warif he can fix the untimely glitches in his untested gear you all be cool now the goodguy hero tells two crime victims he rescues therell be a lot of thrillin before steel himself can start chillin,steel,4.3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,jesse and chester two bumbling stoners wake up one morning from a night of partying and cannot remember where they parked their car they encounter a variety of people while looking for it including their angry girlfriends an angry street gang a transexual stripper a cult of alien seeking fanatics and aliens in human form looking for a mystical device that could save or destroy the world,dude wheres my car,5.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,the residents of a rural mining town discover that an unfortunate chemical spill has caused hundreds of little spiders to mutate overnight to the size of suvs its then up to mining engineer chris mccormack and sheriff sam parker to mobilize an eclectic group of townspeople including the sheriffs young son mike her daughter ashley and paranoid radio announcer harlan into battle against the bloodthirsty eightlegged beasts,eight legged freaks,5.4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1160,astronauts search for solutions to save a dying earth by searching on mars only to have the mission go terribly awry,red planet,5.4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1161,inside a snowflake exists the magical land of whoville in whoville live the whos an almost mutated sort of munchkinlike people all the whos love christmas yet just outside of their beloved whoville lives the grinch the grinch is a nasty creature that hates christmas and plots to steal it away from the whos whom he equally abhors yet a small child cindy lou who decides to try befriending the grinch,how the grinch stole christmas,6.2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1162,when a sleazy tv exec offers wayne and garth a fat contract to tape their latenight public access show at his network they cant believe their good fortune but they soon discover the road from basement to bigtime is a gnarly one fraught with danger temptation and ragin party opportunities,waynes world,6.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1163,when she receives word that her longtime platonic pal michael oneal is getting married to debutante kimberly wallace food critic julianne potter realizes her true feelings for michael  and sets out to sabotage the wedding,my best friends wedding,6.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1164,a weekend of camping in the mountains becomes an excursion into hell for a young couple who become pawns in a grotesque plot hatched by deranged locals,timber falls,5.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1165,a small gold mining camp is terrorised by a ruthless land owner wanting to take their land clint eastwood arrives riding a pale horse just as a young girl is praying to god to help the miners he is revealed to be a preacher with mysterious and possible otherworldly origins who teams up with the miners to defeat the land owner and the corrupt sheriff,pale rider,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1166,during nazi occupation redheaded bent faurschouhviid flame and jrgen haagen schmith citron assassins in the danish resistance take orders from winther whos in direct contact with allied leaders one shoots the other drives until 1944 they kill only danes then winther gives orders to kill germans when a target tells bent that winthers using them to settle private scores doubt sets in complicated by bents relationship with the mysterious kitty selmer who may be a double agent also someone in their circle is a traitor can bent and jrgen kill an bertarget evade capture and survive the war and is this heroism naivet or mere hatred,flame  citron,6.8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1167,much awarded animated documentary in which director and israeli army veteran ari folman interviews friends and former soldiers about their memories of the 1982 lebanon war and especially the sabra and shatila massacre in beirut the usage on animation enabled folman to illustrate their personal memories and dreams,waltz with bashir,7.8,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1168,doormat wesley gibson discovers that his recently murdered father  who wesley never knew  belonged to a secret guild of assassins after a leatherclad sexpot drafts wesley into the society he hones his innate killing skills and turns avenger,wanted,6.4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1169,dr louis creeds family moves into the country house of their dreams and discover a pet cemetery at the back of their property the cursed burial ground deep in the woods brings the dead back to life  with minor problems at first only the familys cat makes the return trip but an accident forces a heartbroken father to contemplate the unthinkable,pet sematary,6.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1170,on a remote former submarine refueling facility called aquatica a team of scientists are searching for a cure for alzheimers disease dr susan mcalester genetically engineers three mako sharks intending to increase their brain capacity so that they can harvest the tissue as a cure for alzheimers unfortunately the increased brain capacity also makes the sharks smarter faster and more dangerous aquaticas financial backers are skeptical and nervous about the tests and send a corporate executive to visit the facility,deep blue sea,5.6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1171,in this animated hit a neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier signing up to march in a parade he ends up under the command of a bloodthirsty general but hes actually been enlisted to fight against a termite army,antz,6.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,garfield the fat lazy lasagna lover has everything a cat could want but when jon in an effort to impress the liz  the vet and an old highschool crush  adopts a dog named odie and brings him home garfield gets the one thing he doesnt want competition,garfield,5.2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,a collegeage brother and sister get more than they bargained for on their road trip home from spring break when the bickering siblings witness a creepy truck driver tossing body bags into a sewer near an abandoned church they investigate bad move opening a pandoras box of unspeakable evil the pair must flee for their lives  with a monstrous shape in hot pursuit,jeepers creepers,6.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1174,wendy a nearpenniless drifter is traveling to alaska in search of work and her only companion is her dog lucy already perilously close to losing everything wendy hits a bigger bump in the road when her old car breaks down and she is arrested for shoplifting dog food when she posts bail and returns to retrieve lucy she finds that the dog is gone prompting a frantic search for her pet,wendy and lucy,6.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1175,during the course of an ordinary week in hollywood movie producer ben robert de niro must navigate his way through sharkinfested waters as he struggles to complete his latest projects a demanding studio boss catherine keener demands extensive changes to a movie starring sean penn while another chief wont greenlight a project unless star bruce willis shaves his beard meanwhile ben tries to reconcile with his wife and maintain a relationship with his young daughter,what just happened,5.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1176,steve russell is a smalltown cop bored with his bland lifestyle russell turns to fraud as a means of shaking things up before long russells criminal antics have landed him behind bars where he encounters the charismatic phillip morris smitten russell devotes his entire life to being with morris regardless of the consequences,i love you phillip morris,6.4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1177,after receiving a package from his grandfather rei a young inventor living in england during the mid19th century has his life thrown into disarray the package contains a steam ball a device of incredible power and a letter asking him to guard it rei must evade capture from the nefarious ohara foundation who will do anything to steal the device and use it for their own nefarious means,steamboy,6.4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1178,hancock is a downandout superhero whos forced to employ a pr expert to help repair his image when the public grows weary of all the damage hes inflicted during his lifesaving heroics the agents idea of imprisoning the antihero to make the world miss him proves successful but will hancock stick to his new sense of purpose or slip back into old habits,hancock,6.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1179,outofcontrol trashtalking buddy cops marcus burnett and mike lowrey of the miami narcotics task force reunite and bullets fly cars crash and laughs explode as they pursue a whackedout drug lord from the streets of miami to the barrios of cuba but the real fireworks result when marcus discovers that playboy mike is secretly romancing marcus sexy sister,bad boys ii,6.3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1180,on a us nuclear missile sub a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so,crimson tide,7.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1181,when bella swan moves to a small town in the pacific northwest to live with her father she starts school and meets the reclusive edward cullen a mysterious classmate who reveals himself to be a 108yearold vampire despite edwards repeated cautions bella cant help but fall in love with him a fatal move that endangers her own life when a coven of bloodsuckers try to challenge the cullen clan,twilight,5.8,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1182,the impressionistic story of a texas family in the 1950s the film follows the life journey of the eldest son jack through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father jack finds himself a lost soul in the modern world seeking answers to the origins and meaning of life while questioning the existence of faith,the tree of life,6.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1183,every culture has one  the horrible monster fueling young childrens nightmares but for tim the boogeyman still lives in his memories as a creature that devoured his father 16 years earlier is the boogeyman real or did tim make him up to explain why his father abandoned his family,boogeyman,4.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1184,the remake of the 1970 neil simon comedy follows the adventures of a couple henry and nancy clark vexed by misfortune while in new york city for a job interview,the outoftowners,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,a group of diamond thieves on the run kidnap the wife of a recently discharged marine who goes on a chase through the south carolinian wilderness to retrieve her,the marine,5.0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1186,on a flight from los angeles to new york oliver and emily make a connection only to decide that they are poorly suited to be together over the next seven years however they are reunited time and time again they go from being acquaintances to close friends to  lovers,a lot like love,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,on new years eve inside a police station thats about to be closed for good officer jake roenick must cobble together a force made up cops and criminals to save themselves from a mob looking to kill mobster marion bishop,assault on precinct 13,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1188,nineyearold frankie and his single mum lizzie have been on the move ever since frankie can remember most recently arriving in a seaside scottish town wanting to protect her deaf son from the truth that theyve run away from his father lizzie has invented a story that he is away at sea on the hms accra every few weeks lizzie writes frankie a makebelieve letter from his father telling of his adventures in exotic lands as frankie tracks the ships progress around the globe he discovers that it is due to dock in his hometown with the real hms accra arriving in only a fortnight lizzie must choose between telling frankie the truth or finding the perfect stranger to play frankies father for just one day,dear frankie,7.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1189,in bangkok the young kham was raised by his father in the jungle with elephants as members of their family when his old elephant and the baby kern are stolen by criminals kham finds that the animals were sent to sidney he travels to australia where he locates the baby elephant in a restaurant owned by the evil madame rose the leader of an international thai mafia with the support of the efficient thai sergeant mark who was involved in a conspiracy kham fights to rescue the animal from the mobsters,the protector,6.8,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1190,a computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully which threatens both his career and his personal life,disclosure,5.9,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
1191,while on a family vacation rafting expert gail takes on a pair of armed killers while navigating a spectacularly violent river,the river wild,6.1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1192,a veteran soldier returns from his completed tour of duty in iraq only to find his life turned upside down when he is arbitrarily ordered to return to field duty by the army,stoploss,6.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1193,after she quits her lucrative job olivia finds herself unsure about her future and her relationships with her successful and wealthy friends,friends with money,5.1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1194,when two married business executives having an affair are blackmailed by a violent criminal they are forced to turn the tables on him to save their families,derailed,6.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1195,larry and his wife julia move into an old house and discover a hideous creature  the mans halfbrother who is also the womans former lover  hiding upstairs having lost his earthly body to a trio of sampm demons the cenobites frank is brought back into existence by a drop of blood on the floor he soon forces his former mistress to bring him his necessary human sacrifices to complete his body but the cenobites wont be happy about this,hellraiser,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1196,shortly after david abbott moves into his new san francisco digs he has an unwelcome visitor on his hands winsome elizabeth martinson who asserts that the apartment is hers  and promptly vanishes when she starts appearing and disappearing at will david thinks shes a ghost while elizabeth is convinced shes alive,just like heaven,6.5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1197,tells the true story of a 60 minutes television series expos of the tobacco industry as seen through the eyes of a real tobacco executive jeffrey wigand,the insider,7.3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1198,dahlia williams and her daughter cecelia move into a rundown apartment on new yorks roosevelt island she is currently in midst of divorce proceedings and the apartment though near an excellent school for her daughter is all she can afford from the time she arrives there are mysterious occurrences and there is a constant drip from the ceiling in her daughters bedroom,dark water,5.3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1199,johnny knoxville and his crazy friends appear on the big screen for the very first time in jackass the movie they wander around japan in panda outfits wreak havoc on a once civilized golf course they even do stunts involving live alligators and so on while johnny knoxvile and his pals put their life at risk they are entertaining people at the same time get ready for jackass the movie,jackass the movie,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1200,an accountant embezzles 15 million of mob money jumps bail and is chased by bounty hunters the fbi and the mafia,midnight run,7.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,when space galleon cabin boy jim hawkins discovers a map to an intergalactic loot of a thousand worlds a cyborg cook named john silver teaches him to battle supernovas and space storms but soon jim realizes silver is a pirate intent on mutiny,treasure planet,7.2,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1202,better watch out the big guy in red is coming to town once again this time scott calvin  also known as santa claus  finds out theres an obscure clause in his contract requiring him to take on a wife he has to leave the north pole to fulfill his obligations or else hell be forced to give up his yuletide gig,the santa clause 2,5.5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1203,beautiful mandy lane isnt a party girl but when classmate chloe invites the texas high school student to a bash in the countryside she reluctantly accepts after hitching a ride with a vaguely scary older man the teens arrive at their destination partying ensues and mandys close pal emmet keeps a watchful eye on the young males making a play for mandy then two of the students are murdered,all the boys love mandy lane,5.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1204,as a wild stallion travels across the frontiers of the old west he befriends a young human and finds true love with a mare,spirit stallion of the cimarron,7.4,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1205,two young gentlemen living in 1890s england use the same pseudonym ernest on the sly which is fine until they both fall in love with women using that name which leads to a comedy of mistaken identities,the importance of being earnest,6.7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1206,bored with bollywood movies but fascinated with their hollywood counterparts from his youth ram dreams to become a singer and actor in america the country where dreams are made he is encouraged when his americanbased close friend vijay rao comes for visit and brags about driving a mercedes and living in a penthouse,the guru,5.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1207,during a wild vacation in las vegas career woman joy mcnally and playboy jack fuller come to the sober realization that they have married each other after a night of drunken abandon they are then compelled for legal reasons to live life as a couple for a limited period of time at stake is a large amount of money,what happens in vegas,5.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1208,violinist sydney wells was accidentally blinded by her sister helen when she was five years old she submits to a cornea transplantation and while recovering from the operation she realizes that she is seeing dead people,the eye,5.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1209,a lazy law school grad adopts a kid to impress his girlfriend but everything doesnt go as planned and he becomes the unlikely foster father,big daddy,6.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1210,in the late 60s the selfproclaimed belles of the rock n roll ball rocked the worlds of every music legend whose pants they could take off  and they have the pictures to prove it but its been more than two decades since the banger sisters earned their nickname  or even laid eyes on each other their reunion is the collision of two womens worlds one whos living in the past and one whos hiding from it together they learn to live in the moment,the banger sisters,5.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1211,a small town is taken over by an alien plague turning residents into zombies and all forms of mutant monsters,slither,6.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1212,in the antarctic after an expedition with dr davis mcclaren the sled dog trainer jerry shepherd has to leave the polar base with his colleagues due to the proximity of a heavy snow storm he ties his dogs to be rescued after but the mission is calledoff and the dogs are left alone at their own fortune for six months jerry tries to find a sponsor for a rescue mission,eight below,6.7,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1213,after a group of biologists discovers a huge network of unexplored caves in romania and believing it to be an undisturbed ecosystem that has produced a new species they hire the best american team of underwater cave explorers in the world while exploring deeper into the underwater caves a rockslide blocks their exit and they soon discover a larger carnivorous creature has added them to its food chain,the cave,5.1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1214,an uptight conservative businesswoman accompanies her boyfriend to his eccentric and outgoing familys annual christmas celebration and finds that shes a fish out of water in their freespirited way of life,the family stone,6.2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1215,the film amen examines the links between the vatican and nazi germany the central character is kurt gerstein a member of the institute for hygiene of the waffenss who is horrified by what he sees in the death camps moreover he is shocked to learn that the process he used to purify water for his troops by using zyklon served as a basis to kill people in gas chambers,amen,7.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1216,four beautiful rivals at an invitationonly martialarts tournament join forces against a sinister threat princess kasumi is an aristocratic warrior trained by martialarts masters tina armstrong is a wrestling superstar helena douglas is an athlete with a tragic past christie allen earns her keep as a thief and an assassinforhire,doa dead or alive,5.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1217,a man on the run is hunted by a demon known as the collector,tales from the crypt demon knight,6.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1218,based on the british cult comicstrip our tankriding antiheroine fights a megacorporation which controls the worlds water supply,tank girl,5.5,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1219,after leaving the prison the dwarf criminal calvin sims joins to his moron brother percy to steal an expensive huge diamond in a jewelry for the mobster walken they are chased by the police and calvin hides the stone in the purse of the executive vanessa edwards whose husband darryl edwards wants to have a baby percy convinces calvin to dress like a baby and be left in front of the edwardss house to get inside the house and retrieve the diamond darryl and vanessa keep calvin for the weekend and decide to adopt him while walken threatens darryl to get the stone back,little man,5.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,special agent derrick vann is a man out to get the man who killed his partner but a case of mistaken identity leads him to andy fidler a salesman with too many questions and a knack of getting in vanns way,the man,5.4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,in the nazioccupied netherlands during world war ii a jewish singer infiltrates the regional gestapo headquarters for the dutch resistance,black book,7.2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1222,widowed us president andrew shepherd one of the worlds most powerful men can have anything he wants  and what he covets most is sydney ellen wade a washington lobbyist but shepherds attempts at courting her spark wild rumors and decimate his approval ratings,the american president,6.5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1223,after losing her job making out with her soon to be exboss and finding out that her daughter plans to spend thanksgiving with her boyfriend claudia larson has to face spending the holiday with her family she wonders if she can survive their crazy antics,home for the holidays,6.3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1224,based somewhat more authentically on the grimm brothers story of a young woman who is unliked by her stepmother the film includes the talking mirror a poisoned apple and some ruffian gold not diamond miners and they arent dwarfs or cute it takes place at the time of the crusades and depicts the attitudes of the wealthy and the peasant classes toward one another,snow white a tale of terror,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1225,the story set in 1875 follows a british officer heath ledger who resigns his post when he learns of his regiments plan to ship out to the sudan for the conflict with the mahdi his friends and fiance send him four white feathers which symbolize cowardice to redeem his honor he disguises himself as an arab and secretly saves the lives of those who branded him a coward,the four feathers,6.5,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1226,a housemaid falls in love with dr jekyll and his darkly mysterious counterpart mr hyde,mary reilly,5.7,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
1227,an eccentric scientist working for a large drug company is working on a research project in the amazon jungle he sends for a research assistant and a gas chromatograph because hes close to a cure for cancer when the assistant turns out to be a mere woman he rejects her help meanwhile the bulldozers get closer to the area in which they are conducting research and they eventually learn to work together and begin falling in love,medicine man,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,the army is known for churning out lean mean fighting machines intent on protecting our great nation martin is the inexplicable the incorrigible the invicible sgt ernie bilko leader of a ragtag group of the sorriest soldiers ever to enlist in the armed forces,sgt bilko,5.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,a catholic school newcomer falls in with a clique of teen witches who wield their powers against all who dare to cross them  be they teachers rivals or meddlesome parents,the craft,6.3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
1230,set just before the fall of the berlin wall in 1989 sgt ray elwood is an american soldier stationed at a german army camp a soldier because a judge gave him a choice between the army and jail ray spends much of his free time cooking cocaine for the mps when a soldier dies and a toxicology screen shows an alarming level of illegal narcotics someone is sent in to investigate,buffalo soldiers,6.5,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1231,when rogue stealthfighter pilot vic deakins deliberately drops off the radar while on maneuvers the air force ends up with two stolen nuclear warheads  and deakinss copilot riley hale is the militarys only hope for getting them back traversing the deserted canyons of utah hale teams with park ranger terry carmichael to put deakins back in his box,broken arrow,5.7,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
